id,probability
231928235112-Settled,0.392297983169556
257698039229-Settled,0.336356520652771
274877908205-Settled,0.755453169345856
274877910036-Settled,0.290937662124634
283467845864-Settled,0.692991197109222
283467846722-Settled,0.514865040779114
292057781438-Settled,0.203735262155533
343597387978-Settled,0.0567390918731689
352187321898-Settled,0.359243839979172
352187322583-Settled,0.719211876392365
360777253738-Settled,0.719211876392365
395136993327-Settled,0.554097652435303
395136994168-Settled,0.137428045272827
412316861769-Settled,0.615850031375885
429496729792-Settled,0.671074151992798
429496731199-Settled,0.758361101150513
429496731757-Settled,0.0533802658319473
438086667969-Settled,0.187865987420082
463856472893-Settled,0.81438809633255
523986010456-Settled,0.35226845741272
532575949583-Settled,0.407223284244537
541165882745-Settled,0.252810031175613
549755814192-Settled,0.451114416122437
549755817579-Settled,0.523244321346283
566935684005-Settled,0.71371203660965
575525617896-Settled,0.408170968294144
592705487542-Settled,0.16741256415844
601295423542-Settled,0.407223284244537
601295424298-Settled,0.731356263160706
609885358706-Settled,0.502826035022736
618475293828-Settled,0.658590972423553
661424965668-Settled,0.692991197109222
670014899703-Settled,0.0856055542826653
670014902342-Settled,0.830911219120026
704374639885-Settled,0.181654050946236
712964571460-Settled,0.567255795001984
721554506299-Settled,0.692991197109222
730144442097-Settled,0.710909187793732
730144442705-Settled,0.273220002651215
730144444990-Settled,0.81438809633255
738734375795-Settled,0.685905635356903
747324310480-Settled,0.0440757013857365
747324314567-Settled,0.734072983264923
755914245586-Settled,0.335221499204636
764504179541-Settled,0.0474704839289188
790273982911-Settled,0.365438014268875
824633721193-Settled,0.51417863368988
824633723414-Settled,0.525924563407898
841813593270-Settled,0.658590972423553
2833-Settled,0.214117959141731
5104-Settled,0.365438014268875
42949678000-Settled,0.329596519470215
60129545578-Settled,0.625134885311127
77309411661-Settled,0.297410696744919
85899346797-Settled,0.522765517234802
111669152307-Settled,0.525002837181091
111669154449-Settled,0.692991197109222
137438956451-Settled,0.419515818357468
154618827250-Settled,0.457950234413147
197568497022-Settled,0.562101542949677
197568498889-Settled,0.734072983264923
206158430229-Settled,0.228637084364891
223338300579-Settled,0.622134983539581
223338304488-Settled,0.0515297390520573
231928234807-Settled,0.775120615959167
266287972857-Settled,0.0555190034210682
309237645499-Settled,0.510958909988403
309237650736-Settled,0.717440009117126
326417518152-Settled,0.297346562147141
326417518826-Settled,0.50370717048645
343597387060-Settled,0.742483079433441
360777255385-Settled,0.563796520233154
360777255516-Settled,0.341591268777847
360777257018-Settled,0.81438809633255
412316864128-Settled,0.830911219120026
412316865712-Settled,0.802741348743439
420906799405-Settled,0.81438809633255
429496733233-Settled,0.0842210724949837
438086667466-Settled,0.177687555551529
446676599082-Settled,0.203253835439682
481036337169-Settled,0.063962310552597
481036337572-Settled,0.719211876392365
523986015493-Settled,0.567255795001984
532575949946-Settled,0.50835394859314
549755815263-Settled,0.719211876392365
549755815852-Settled,0.363592028617859
592705489306-Settled,0.0415025241672993
609885359862-Settled,0.50370717048645
609885360659-Settled,0.768800139427185
627065229781-Settled,0.668803811073303
644245095249-Settled,0.262737810611725
661424969028-Settled,0.663906872272491
670014902276-Settled,0.710909187793732
687194770257-Settled,0.687066256999969
755914244852-Settled,0.228637084364891
764504180440-Settled,0.632796287536621
781684048031-Settled,0.817101061344147
781684048792-Settled,0.103209935128689
798863918146-Settled,0.525445997714996
841813592809-Settled,0.0540738999843597
841813595228-Settled,0.352495729923248
850403529981-Settled,0.205545425415039
8589940138-Settled,0.211079508066177
17179870701-Settled,0.643312871456146
17179870745-Settled,0.53642213344574
77309416682-Settled,0.0512144304811954
94489282949-Settled,0.185642749071121
103079219529-Settled,0.362584471702576
111669152611-Settled,0.525445997714996
146028891507-Settled,0.0626644715666771
240518172120-Settled,0.561697721481323
257698038916-Settled,0.773241817951202
266287976234-Settled,0.447643011808395
300647715635-Settled,0.519211232662201
309237649745-Settled,0.492122739553452
352187323137-Settled,0.365094810724258
360777255895-Settled,0.718888640403748
369367191041-Settled,0.692991197109222
438086666395-Settled,0.232265025377274
446676600458-Settled,0.297346562147141
481036342075-Settled,0.555727660655975
515396080556-Settled,0.544452488422394
523986011108-Settled,0.692991197109222
523986015446-Settled,0.57590651512146
541165882377-Settled,0.558813095092773
549755817617-Settled,0.211242064833641
558345753422-Settled,0.71371203660965
566935683097-Settled,0.327819436788559
575525620494-Settled,0.16135610640049
592705490455-Settled,0.354377835988998
601295423114-Settled,0.176066234707832
609885356112-Settled,0.236123591661453
609885361481-Settled,0.256267845630646
618475294635-Settled,0.101419664919376
635655162467-Settled,0.0712996944785118
652835032596-Settled,0.433689147233963
678604833224-Settled,0.41453605890274
712964571347-Settled,0.162383899092674
730144444310-Settled,0.0488645061850548
730144445339-Settled,0.686042070388794
738734379530-Settled,0.525445997714996
747324309795-Settled,0.655872583389282
747324310643-Settled,0.545161426067352
798863919090-Settled,0.217143371701241
833223658015-Settled,0.368991553783417
358-Settled,0.395584970712662
4288-Settled,0.459307968616486
60129543837-Settled,0.328945964574814
77309414651-Settled,0.639734089374542
77309416528-Settled,0.365438014268875
94489281054-Settled,0.640339612960815
94489284056-Settled,0.775120615959167
94489284875-Settled,0.692991197109222
103079216865-Settled,0.329596519470215
111669152315-Settled,0.358090311288834
120259087484-Settled,0.589216351509094
137438956027-Settled,0.244348466396332
146028888238-Settled,0.525445997714996
146028888650-Settled,0.446238160133362
188978565208-Settled,0.487821847200394
214748368002-Settled,0.692991197109222
240518169590-Settled,0.297658026218414
240518170302-Settled,0.466488748788834
240518173480-Settled,0.618751287460327
249108104003-Settled,0.349435061216354
274877909176-Settled,0.398084670305252
292057778837-Settled,0.81438809633255
300647714824-Settled,0.540142416954041
343597387924-Settled,0.329596519470215
352187321331-Settled,0.692991197109222
360777253600-Settled,0.487821847200394
377957127156-Settled,0.486592411994934
386547058556-Settled,0.367748826742172
386547059734-Settled,0.589216351509094
386547060396-Settled,0.547596514225006
420906795423-Settled,0.447236657142639
420906798743-Settled,0.107514686882496
498216209660-Settled,0.16135610640049
506806143711-Settled,0.635505139827728
515396077439-Settled,0.519406914710999
523986012835-Settled,0.596325278282166
541165880875-Settled,0.329596519470215
541165884612-Settled,0.477162808179855
549755815178-Settled,0.112671047449112
584115552514-Settled,0.16135610640049
618475292885-Settled,0.553399205207825
618475293830-Settled,0.229195937514305
618475294485-Settled,0.262737810611725
627065227018-Settled,0.0478234849870205
652835030559-Settled,0.146852478384972
661424964698-Settled,0.57590651512146
678604835177-Settled,0.433325409889221
687194772350-Settled,0.54579746723175
695784705644-Settled,0.154760465025902
695784706016-Settled,0.0473145507276058
704374640851-Settled,0.81438809633255
712964575036-Settled,0.161165341734886
721554510605-Settled,0.390935570001602
773094114536-Settled,0.731356263160706
781684048576-Settled,0.5922891497612
790273985231-Settled,0.0434692166745663
790273987888-Settled,0.063962310552597
798863921866-Settled,0.063962310552597
816043786791-Settled,0.658590972423553
833223656484-Settled,0.3023761510849
833223660297-Settled,0.274909198284149
850403527307-Settled,0.54315721988678
8589934839-Settled,0.567255795001984
8589936257-Settled,0.0997273847460747
8589937796-Settled,0.451760858297348
8589939144-Settled,0.20259003341198
34359743093-Settled,0.42342609167099
42949676958-Settled,0.661773324012756
42949677341-Settled,0.2199337631464
42949678211-Settled,0.0308030359447002
60129543619-Settled,0.830911219120026
77309412729-Settled,0.635696053504944
85899346469-Settled,0.396022766828537
85899349605-Settled,0.277506232261658
85899350725-Settled,0.658590972423553
94489282316-Settled,0.247056737542152
103079217950-Settled,0.459516197443008
111669154737-Settled,0.329596519470215
206158431045-Settled,0.186363860964775
214748366274-Settled,0.0378717519342899
214748368845-Settled,0.176857709884644
257698040594-Settled,0.0401341281831264
283467842532-Settled,0.0511334277689457
300647713545-Settled,0.0563005991280079
300647715435-Settled,0.619525134563446
309237646860-Settled,0.159941494464874
326417518845-Settled,0.228637084364891
352187319233-Settled,0.802741348743439
360777256433-Settled,0.263929516077042
369367188104-Settled,0.290937662124634
377957122448-Settled,0.158922359347343
377957122798-Settled,0.188635841012001
395136991515-Settled,0.459559112787247
412316862020-Settled,0.497860610485077
429496730600-Settled,0.49806010723114
446676602470-Settled,0.228637084364891
455266538063-Settled,0.365438014268875
463856471728-Settled,0.502826035022736
523986010814-Settled,0.0887342467904091
549755816586-Settled,0.796638309955597
558345752805-Settled,0.328945964574814
584115553606-Settled,0.164772659540176
592705491606-Settled,0.187082573771477
618475290945-Settled,0.525002837181091
618475291165-Settled,0.658590972423553
618475292889-Settled,0.586587905883789
627065230155-Settled,0.056734561920166
635655161234-Settled,0.3023761510849
652835030581-Settled,0.265886276960373
687194771282-Settled,0.0708746016025543
721554510857-Settled,0.252203404903412
730144442293-Settled,0.658920764923096
755914248245-Settled,0.719211876392365
773094113679-Settled,0.197954922914505
773094113877-Settled,0.46773236989975
807453856518-Settled,0.735674262046814
816043789140-Settled,0.616899311542511
833223655431-Settled,0.658920764923096
850403528609-Settled,0.356098800897598
826-Settled,0.214206889271736
25769806428-Settled,0.765519559383392
34359739227-Settled,0.562101542949677
34359740468-Settled,0.534854292869568
51539610880-Settled,0.15671318769455
77309411924-Settled,0.0275370310992002
77309416312-Settled,0.578164398670197
85899346433-Settled,0.609061241149902
85899350529-Settled,0.575768649578094
111669152282-Settled,0.0574246421456337
111669154099-Settled,0.0639612078666687
128849023928-Settled,0.35325625538826
154618824007-Settled,0.269689857959747
154618826281-Settled,0.367659270763397
180388627936-Settled,0.479048579931259
223338300272-Settled,0.203513920307159
300647710786-Settled,0.158922359347343
335007451379-Settled,0.0614524185657501
360777254594-Settled,0.704920291900635
360777258229-Settled,0.525924563407898
369367187725-Settled,0.0725224390625954
377957125896-Settled,0.487821847200394
395136995766-Settled,0.525445997714996
403726928795-Settled,0.194201394915581
412316860666-Settled,0.343418151140213
420906799366-Settled,0.158746793866158
446676599346-Settled,0.0515239909291267
455266536041-Settled,0.328945964574814
481036339468-Settled,0.438589125871658
523986011018-Settled,0.552058815956116
523986011459-Settled,0.53402054309845
523986012507-Settled,0.381254374980927
558345749760-Settled,0.260722607374191
566935686003-Settled,0.692991197109222
566935687769-Settled,0.228637084364891
575525617880-Settled,0.50064617395401
575525618956-Settled,0.709382593631744
609885356480-Settled,0.817101061344147
627065226352-Settled,0.0842210724949837
644245098142-Settled,0.692991197109222
652835031478-Settled,0.446638554334641
661424966357-Settled,0.236311435699463
670014902809-Settled,0.357101082801819
678604833573-Settled,0.802741348743439
704374637557-Settled,0.255232274532318
721554510916-Settled,0.502830684185028
730144441411-Settled,0.145508542656898
738734380246-Settled,0.176857709884644
755914247493-Settled,0.056867953389883
773094113507-Settled,0.626397788524628
781684051691-Settled,0.658590972423553
790273984153-Settled,0.341879904270172
790273984580-Settled,0.264878958463669
816043786466-Settled,0.0991653800010681
66-Settled,0.158746793866158
3229-Settled,0.719211876392365
17179870560-Settled,0.507430911064148
34359739089-Settled,0.464919358491898
34359742233-Settled,0.151427507400513
51539607818-Settled,0.57590651512146
85899346383-Settled,0.227513000369072
94489283937-Settled,0.692991197109222
103079217142-Settled,0.340682178735733
163208760471-Settled,0.235416725277901
197568499949-Settled,0.329596519470215
197568500046-Settled,0.50370717048645
197568500547-Settled,0.151611194014549
206158430406-Settled,0.478766202926636
231928236636-Settled,0.800226807594299
240518170137-Settled,0.444377809762955
240518170939-Settled,0.0571779310703278
249108104662-Settled,0.768800139427185
257698038702-Settled,0.50370717048645
266287974525-Settled,0.597235500812531
274877908012-Settled,0.209153458476067
283467844051-Settled,0.329596519470215
283467845941-Settled,0.768800139427185
300647712109-Settled,0.58791047334671
317827580985-Settled,0.396847695112228
317827583128-Settled,0.183746993541718
317827585179-Settled,0.0275370310992002
369367188741-Settled,0.329596519470215
377957123151-Settled,0.420868813991547
403726928022-Settled,0.307705253362656
403726928245-Settled,0.449251145124435
438086668379-Settled,0.735674262046814
446676602204-Settled,0.445183098316193
455266534355-Settled,0.151611194014549
455266535281-Settled,0.254908680915833
463856469268-Settled,0.563796520233154
472446405864-Settled,0.277825951576233
481036339487-Settled,0.252435714006424
481036339695-Settled,0.692991197109222
506806141970-Settled,0.0615352243185043
506806143853-Settled,0.0545353181660175
515396075809-Settled,0.802741348743439
515396079489-Settled,0.250491470098495
541165879917-Settled,0.20660537481308
541165882459-Settled,0.719211876392365
566935687494-Settled,0.71371203660965
592705491401-Settled,0.102456197142601
635655163639-Settled,0.509960114955902
635655165105-Settled,0.380744814872742
644245095900-Settled,0.118277691304684
652835032061-Settled,0.136073485016823
721554506525-Settled,0.379003286361694
747324312380-Settled,0.283324956893921
755914248252-Settled,0.273290783166885
764504181933-Settled,0.297346562147141
781684049175-Settled,0.671185433864594
790273984292-Settled,0.0570737347006798
807453855144-Settled,0.584346413612366
816043786677-Settled,0.0308030359447002
816043791178-Settled,0.474482297897339
8589935175-Settled,0.50370717048645
17179871199-Settled,0.643312871456146
51539610930-Settled,0.446238160133362
60129543450-Settled,0.187185198068619
68719479216-Settled,0.210497066378593
68719481802-Settled,0.101876467466354
77309416362-Settled,0.412404119968414
85899349614-Settled,0.0308030359447002
94489283473-Settled,0.523244321346283
120259087294-Settled,0.827436864376068
120259087573-Settled,0.103209935128689
163208760413-Settled,0.30771604180336
188978566237-Settled,0.397110551595688
214748369943-Settled,0.156543925404549
249108106105-Settled,0.196417570114136
249108106749-Settled,0.671185433864594
257698042611-Settled,0.341879904270172
283467846320-Settled,0.172206073999405
309237647421-Settled,0.562101542949677
317827583113-Settled,0.365522891283035
326417519181-Settled,0.290937662124634
352187320879-Settled,0.172589257359505
369367188695-Settled,0.483675062656403
369367189661-Settled,0.0545353181660175
369367190640-Settled,0.0614524185657501
369367192755-Settled,0.51270455121994
395136993541-Settled,0.367748826742172
395136994976-Settled,0.506921172142029
395136996531-Settled,0.640539228916168
420906799645-Settled,0.692991197109222
438086666588-Settled,0.692991197109222
463856470990-Settled,0.199592739343643
515396079988-Settled,0.0459531173110008
515396080420-Settled,0.29726380109787
523986012045-Settled,0.800226807594299
523986012714-Settled,0.81438809633255
532575945657-Settled,0.103209935128689
541165883920-Settled,0.393250226974487
541165884364-Settled,0.692991197109222
549755814576-Settled,0.158746793866158
558345749942-Settled,0.415399193763733
609885360728-Settled,0.472903609275818
652835029846-Settled,0.563107192516327
652835030752-Settled,0.775120615959167
678604836668-Settled,0.551905572414398
678604837057-Settled,0.329596519470215
678604837248-Settled,0.486592411994934
695784704592-Settled,0.177687555551529
704374638751-Settled,0.61635160446167
773094115766-Settled,0.704920291900635
781684051094-Settled,0.230040222406387
798863917396-Settled,0.459559112787247
798863920119-Settled,0.543953537940979
798863921207-Settled,0.328945964574814
798863921614-Settled,0.719211876392365
798863921970-Settled,0.0512144304811954
816043789155-Settled,0.188983753323555
824633722222-Settled,0.695593893527985
824633722255-Settled,0.383973926305771
850403526686-Settled,0.246602550148964
17179869615-Settled,0.778383851051331
17179871312-Settled,0.165911063551903
17179873175-Settled,0.103209935128689
42949677558-Settled,0.548661708831787
94489285305-Settled,0.334459334611893
103079219423-Settled,0.0717430487275124
111669154394-Settled,0.381254374980927
128849018930-Settled,0.72999095916748
146028888503-Settled,0.768800139427185
163208758309-Settled,0.522765517234802
171798693748-Settled,0.211168467998505
197568499085-Settled,0.222175002098083
206158430261-Settled,0.561697721481323
240518169758-Settled,0.28961780667305
249108104140-Settled,0.154893964529037
274877907054-Settled,0.567255795001984
300647714333-Settled,0.0756303369998932
300647715978-Settled,0.290156185626984
360777253330-Settled,0.270570814609528
377957126139-Settled,0.155086055397987
403726930636-Settled,0.755453169345856
420906799392-Settled,0.519758582115173
429496732281-Settled,0.554014503955841
446676602744-Settled,0.561697721481323
455266533410-Settled,0.802741348743439
463856472521-Settled,0.329596519470215
472446406398-Settled,0.329596519470215
481036341798-Settled,0.252874702215195
498216206959-Settled,0.0856055542826653
498216209231-Settled,0.697103917598724
498216211179-Settled,0.643975377082825
506806142811-Settled,0.55311530828476
515396076700-Settled,0.205545425415039
515396079293-Settled,0.692991197109222
532575946760-Settled,0.524382412433624
541165884776-Settled,0.0395796336233616
558345750155-Settled,0.22303132712841
566935684997-Settled,0.652525305747986
584115554931-Settled,0.273887753486633
592705489511-Settled,0.81438809633255
592705491555-Settled,0.230040222406387
601295425110-Settled,0.283324956893921
609885360135-Settled,0.652525305747986
627065226807-Settled,0.349249809980392
635655161872-Settled,0.487821847200394
644245098126-Settled,0.0768386796116829
644245098580-Settled,0.0991653800010681
670014899533-Settled,0.403195887804031
678604837342-Settled,0.28191551566124
687194769562-Settled,0.824464797973633
687194770214-Settled,0.329596519470215
695784704224-Settled,0.0856055542826653
738734379508-Settled,0.329596519470215
738734379831-Settled,0.268772602081299
764504179920-Settled,0.50370717048645
764504181896-Settled,0.426634550094604
824633722221-Settled,0.800226807594299
824633726021-Settled,0.262737810611725
833223658386-Settled,0.0308030359447002
841813593185-Settled,0.531156003475189
34359741681-Settled,0.509085416793823
68719477095-Settled,0.203080639243126
77309415173-Settled,0.81438809633255
103079219140-Settled,0.392104357481003
120259088952-Settled,0.117621138691902
128849019125-Settled,0.387314081192017
128849020314-Settled,0.207104936242104
128849023353-Settled,0.149131447076797
146028890003-Settled,0.658920764923096
146028890431-Settled,0.839919626712799
154618823404-Settled,0.335734307765961
171798695692-Settled,0.0502822361886501
188978564381-Settled,0.209718137979507
197568497676-Settled,0.42752131819725
197568497916-Settled,0.0511334277689457
240518172170-Settled,0.710909187793732
240518173500-Settled,0.338937669992447
257698042735-Settled,0.479570835828781
317827583461-Settled,0.328945964574814
326417515493-Settled,0.333692818880081
343597384909-Settled,0.516429483890533
386547056830-Settled,0.303164094686508
386547057144-Settled,0.652525305747986
386547057446-Settled,0.362071394920349
386547057764-Settled,0.18238727748394
403726926376-Settled,0.0991653800010681
420906796977-Settled,0.578164398670197
438086666438-Settled,0.802741348743439
455266537252-Settled,0.263390392065048
455266538617-Settled,0.160657644271851
463856472111-Settled,0.383973926305771
498216206782-Settled,0.428846716880798
498216207191-Settled,0.0721594095230103
515396075840-Settled,0.195103585720062
515396076720-Settled,0.565302312374115
532575949916-Settled,0.824464797973633
541165881814-Settled,0.264878958463669
549755814401-Settled,0.350024580955505
558345750560-Settled,0.0421785674989223
566935683188-Settled,0.593602955341339
575525622308-Settled,0.605996429920197
592705489129-Settled,0.803770899772644
644245095568-Settled,0.328945964574814
652835033323-Settled,0.525445997714996
652835033851-Settled,0.4810491502285
661424965548-Settled,0.323102533817291
661424967049-Settled,0.755453169345856
704374639536-Settled,0.447236657142639
712964572733-Settled,0.71371203660965
712964573567-Settled,0.273394525051117
712964575241-Settled,0.199008241295815
755914244955-Settled,0.119453229010105
798863919214-Settled,0.426634550094604
807453854572-Settled,0.235517144203186
824633721530-Settled,0.204935416579247
841813593757-Settled,0.274268329143524
850403527848-Settled,0.0997273847460747
25769806303-Settled,0.800226807594299
25769807942-Settled,0.202017799019814
34359738782-Settled,0.534854292869568
34359743625-Settled,0.262737810611725
51539608734-Settled,0.103209935128689
68719478506-Settled,0.380331099033356
77309413335-Settled,0.340072959661484
137438953559-Settled,0.131559491157532
188978565560-Settled,0.0991653800010681
197568497830-Settled,0.227950766682625
197568499580-Settled,0.161165341734886
214748368661-Settled,0.287574291229248
231928237148-Settled,0.611410558223724
231928238518-Settled,0.57590651512146
249108104885-Settled,0.273887753486633
249108106118-Settled,0.490577697753906
274877908845-Settled,0.254908680915833
283467842323-Settled,0.1792953312397
292057780068-Settled,0.625134885311127
326417515183-Settled,0.435906887054443
335007453939-Settled,0.302105277776718
412316860589-Settled,0.0991653800010681
412316864199-Settled,0.522765517234802
438086667298-Settled,0.180332839488983
438086667854-Settled,0.158997297286987
481036339207-Settled,0.272205948829651
498216209398-Settled,0.495979130268097
523986014251-Settled,0.802741348743439
532575949245-Settled,0.750315010547638
549755814343-Settled,0.578164398670197
549755819087-Settled,0.416207581758499
575525621398-Settled,0.232037767767906
601295426724-Settled,0.329596519470215
627065229378-Settled,0.387314081192017
644245095947-Settled,0.451760858297348
661424963627-Settled,0.177249953150749
678604837738-Settled,0.626397788524628
712964575084-Settled,0.752507030963898
712964575272-Settled,0.652525305747986
721554508670-Settled,0.381254374980927
721554509064-Settled,0.0991653800010681
721554509364-Settled,0.514865040779114
730144441324-Settled,0.206035330891609
738734376865-Settled,0.0495439022779465
738734377230-Settled,0.719211876392365
738734379668-Settled,0.565302312374115
738734380206-Settled,0.151611194014549
747324312843-Settled,0.158746793866158
773094118390-Settled,0.658590972423553
781684049715-Settled,0.525445997714996
790273983678-Settled,0.525445997714996
798863917346-Settled,0.194201394915581
798863920904-Settled,0.704920291900635
807453854518-Settled,0.303121447563171
807453856962-Settled,0.81438809633255
816043787461-Settled,0.222932577133179
833223658083-Settled,0.365522891283035
2902-Settled,0.81438809633255
4766-Settled,0.49806010723114
8589934890-Settled,0.0695950612425804
8589937393-Settled,0.692991197109222
34359741304-Settled,0.704920291900635
51539609232-Settled,0.71371203660965
60129545800-Settled,0.329596519470215
120259084571-Settled,0.446056485176086
128849019622-Settled,0.336945056915283
197568498243-Settled,0.749831914901733
214748365815-Settled,0.159417912364006
223338304448-Settled,0.347402423620224
266287973886-Settled,0.773241817951202
292057778194-Settled,0.224347457289696
292057781245-Settled,0.421264588832855
300647710924-Settled,0.626993656158447
317827582783-Settled,0.0473145507276058
317827583279-Settled,0.719211876392365
335007449745-Settled,0.348180443048477
335007453372-Settled,0.81438809633255
352187318326-Settled,0.332299292087555
369367192448-Settled,0.0683405101299286
429496732400-Settled,0.0601601824164391
429496733629-Settled,0.0436135344207287
438086669359-Settled,0.227513000369072
455266536541-Settled,0.51270455121994
523986014138-Settled,0.0555190034210682
532575945694-Settled,0.485137075185776
558345748729-Settled,0.246355965733528
566935684014-Settled,0.203253835439682
575525620120-Settled,0.0511334277689457
592705490379-Settled,0.191453889012337
609885358191-Settled,0.758361101150513
609885359467-Settled,0.658590972423553
609885360897-Settled,0.387314081192017
618475292469-Settled,0.406248420476913
644245095439-Settled,0.224347457289696
644245096511-Settled,0.481600433588028
652835030018-Settled,0.502826035022736
652835032544-Settled,0.658590972423553
661424964954-Settled,0.0395796336233616
670014902712-Settled,0.419515818357468
678604834202-Settled,0.325248569250107
687194772031-Settled,0.390935570001602
721554507377-Settled,0.264878958463669
730144440916-Settled,0.734072983264923
755914244467-Settled,0.362584471702576
764504181208-Settled,0.264878958463669
773094113748-Settled,0.401174545288086
781684049842-Settled,0.459132820367813
790273987048-Settled,0.328945964574814
824633721691-Settled,0.146819680929184
833223656799-Settled,0.313191413879395
25769808587-Settled,0.392104357481003
60129546333-Settled,0.525924563407898
68719476781-Settled,0.297457575798035
103079217034-Settled,0.584346413612366
128849023966-Settled,0.344079554080963
137438958042-Settled,0.53036642074585
146028889759-Settled,0.413914233446121
188978562215-Settled,0.561697721481323
188978564710-Settled,0.692991197109222
214748367285-Settled,0.53402054309845
240518169734-Settled,0.326923400163651
274877910989-Settled,0.042082779109478
274877912328-Settled,0.692991197109222
292057778042-Settled,0.0478234849870205
309237649568-Settled,0.143050342798233
317827585230-Settled,0.554097652435303
326417519982-Settled,0.0683405101299286
377957126965-Settled,0.103209935128689
386547057794-Settled,0.514865040779114
386547060134-Settled,0.207209423184395
395136992089-Settled,0.231565698981285
395136992635-Settled,0.449251145124435
395136995033-Settled,0.658590972423553
403726925929-Settled,0.463272869586945
403726927824-Settled,0.329596519470215
403726928954-Settled,0.457619965076447
412316864746-Settled,0.117223531007767
420906797706-Settled,0.803770899772644
438086668405-Settled,0.188983753323555
463856468907-Settled,0.227950766682625
472446402644-Settled,0.768800139427185
481036341259-Settled,0.486592411994934
498216210081-Settled,0.287574291229248
506806144080-Settled,0.328945964574814
506806145003-Settled,0.719211876392365
506806145748-Settled,0.429717391729355
515396076757-Settled,0.341178864240646
541165879831-Settled,0.132292002439499
541165882922-Settled,0.0275370310992002
549755818414-Settled,0.830911219120026
549755819191-Settled,0.380281448364258
558345750636-Settled,0.205545425415039
558345751414-Settled,0.407815128564835
609885359306-Settled,0.49806010723114
627065229995-Settled,0.136408895254135
635655163123-Settled,0.286222338676453
644245098939-Settled,0.0905744209885597
661424964680-Settled,0.161806643009186
695784705893-Settled,0.768800139427185
704374637873-Settled,0.159417912364006
721554509650-Settled,0.552783727645874
773094115185-Settled,0.692991197109222
781684049428-Settled,0.294208317995071
781684050855-Settled,0.439559876918793
798863921831-Settled,0.771393895149231
824633724345-Settled,0.367659270763397
841813594195-Settled,0.409087240695953
841813594266-Settled,0.71371203660965
25769808281-Settled,0.824464797973633
51539611109-Settled,0.395969599485397
94489284480-Settled,0.562101542949677
128849019885-Settled,0.487821847200394
137438954975-Settled,0.185539826750755
137438956381-Settled,0.0488645061850548
154618823184-Settled,0.329596519470215
154618826112-Settled,0.0842210724949837
180388626711-Settled,0.484870791435242
188978561564-Settled,0.123288720846176
197568496501-Settled,0.420868813991547
240518170283-Settled,0.519181728363037
240518170761-Settled,0.632796287536621
240518171533-Settled,0.582001686096191
249108104165-Settled,0.264878958463669
266287975497-Settled,0.549448907375336
283467843578-Settled,0.210497066378593
283467844278-Settled,0.46773236989975
300647713749-Settled,0.718888640403748
300647714500-Settled,0.81438148021698
335007449752-Settled,0.154760465025902
335007450020-Settled,0.0440472811460495
343597386925-Settled,0.813027918338776
360777256477-Settled,0.131569966673851
403726926221-Settled,0.0406726412475109
446676601345-Settled,0.525445997714996
455266535540-Settled,0.33620873093605
455266537242-Settled,0.495979130268097
463856470139-Settled,0.735674262046814
515396075646-Settled,0.0308030359447002
549755815640-Settled,0.522765517234802
566935685004-Settled,0.217124551534653
575525619864-Settled,0.29726380109787
601295422645-Settled,0.34284296631813
644245095476-Settled,0.637981951236725
670014900681-Settled,0.58313000202179
695784702417-Settled,0.378652125597
